restaurant_name,dish_name,allergens,guidance_tier,cross_contact
Nudibranch,Endive Salad,none flagged,No allergens flagged,unknown
Nudibranch,Cavatelli,"gluten (likely, high)",Flagged,unknown
Nudibranch,"Mushroom, Egg Yolk, Shaoxing",none flagged,No allergens flagged,unknown
Nudibranch,Soba with Salmon Roe,"gluten (likely, high)",Flagged,unknown
Nudibranch,Jamon Iberico de Bellota Pata Negra,none flagged,No allergens flagged,unknown
Nudibranch,Pork Rib Chop,"gluten (likely, medium)",Could modify,unknown
Nudibranch,Dorade,none flagged,No allergens flagged,unknown
Nudibranch,Denver Steak,"gluten (likely, medium)",Could modify,unknown
Nudibranch,14 Day Dry Aged Duck,none flagged,No allergens flagged,unknown
Nudibranch,Nori Rice,none flagged,No allergens flagged,unknown
Nudibranch,Kimchi,none flagged,No allergens flagged,unknown
Nudibranch,Scallion Pancakes,"gluten (likely, high)",Flagged,unknown
Nudibranch,Green Apple Sorbet,none flagged,No allergens flagged,unknown
Nudibranch,Basque Cheesecake,"gluten (likely, medium)",Could modify,unknown
Nudibranch,Masala Chai Tres Leches,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Green Salad,none flagged,No allergens flagged,unknown
Pizza Studio Tamaki,PST Salad,none flagged,No allergens flagged,unknown
Pizza Studio Tamaki,Prosciutto & Burrata,none flagged,No allergens flagged,unknown
Pizza Studio Tamaki,Caprese,none flagged,No allergens flagged,unknown
Pizza Studio Tamaki,Zeppole,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Wagyu Meatballs,"gluten (likely, medium)",Could modify,unknown
Pizza Studio Tamaki,Broccoli,none flagged,No allergens flagged,unknown
Pizza Studio Tamaki,Arancini,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Marinara,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Margherita,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Olive,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Romana,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Tamaki,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Diavola,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Salami,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Arrabbiata,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,5 Formaggi,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Nduja,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Oltrana,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Bismarck,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Cacciatore,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Black Truffle Bianca Speciale,"gluten (likely, high)",Flagged,unknown
Pizza Studio Tamaki,Rice Lager / Aperitif Pilsner / Yuzu Lager / Daidai Pilsner / Sudachi Lager / Orange Blossom Belgian Blonde / Citron Belgian Wit / Cherry Berliner Weisse / Juiced Lychee IPA / Allstar Peach Wild Ale / Framboise / Cerise / Bubblegum Plum Wild Ale / Cassis / English Ale / Cherry Oud Bruin / Orion Lager,"gluten (likely, medium)",Could modify,unknown
Pizza Studio Tamaki,Sake Bomb,"gluten (likely, medium)",Could modify,unknown
Pizza Studio Tamaki,Aperol Spritz / Hugo Spritz / Plum Spritz / Melon Spritz,none flagged,No allergens flagged,unknown
Pizza Studio Tamaki,Guava Fizz / Strawberry Fizz / Mango Fizz / White Peach Fizz,none flagged,No allergens flagged,unknown
Pizza Studio Tamaki,Sparkling / White / Orange / Sake / Chilled Red / Rosé / Red / Reserve list,none flagged,No allergens flagged,unknown
Soothr,The Winning Bowl,none flagged,No allergens flagged,unknown
Soothr,Miang Kana,peanut (declared),Flagged,unknown
Soothr,Yum Pu Nhim,"gluten (likely, medium)",Could modify,unknown
Soothr,Eggplant Buns,"gluten (likely, high)",Flagged,unknown
Soothr,Chive Cakes,none flagged,No allergens flagged,unknown
Soothr,Roasted Eggplant Salad,none flagged,No allergens flagged,unknown
Soothr,Pad Yod Tua,none flagged,No allergens flagged,unknown
Soothr,Rad Na Jay,"gluten (likely, high)",Flagged,unknown
Soothr,Roasted Vegetable Trio Masamun Curry,peanut (declared),Flagged,unknown
Soothr,Ma-Kuer Yao,none flagged,No allergens flagged,unknown
Soothr,Pak Boong Fai Dang,none flagged,No allergens flagged,unknown
Soothr,Vegan Duck Jungle,"gluten (likely, high)",Flagged,unknown
Soothr,Yum Nuer,none flagged,No allergens flagged,unknown
Soothr,Yum Kaw Moo,none flagged,No allergens flagged,unknown
Soothr,Hoi Johr,"gluten (likely, medium)",Could modify,unknown
Soothr,Duck rolls,"gluten (likely, medium)",Could modify,unknown
Soothr,Soothr Jeeb dumplings,"gluten (likely, medium)",Could modify,unknown
Soothr,Moo Dang Puff,"gluten (likely, high)",Flagged,unknown
Soothr,Had Yai chicken,"gluten (likely, medium)",Could modify,unknown
Soothr,Tom Yum seafood hotpot,none flagged,No allergens flagged,unknown
Soothr,Karee Pu Noodles,"gluten (likely, high)",Flagged,unknown
Soothr,Ba Mii Pu (Dry crab noodles),"peanut (declared); gluten (likely, high)",Flagged,unknown
Soothr,Duck Noodles,"gluten (likely, high)",Flagged,unknown
Soothr,Mii Moo Tod,none flagged,No allergens flagged,unknown
Soothr,Khao Soi Sai Ua,"gluten (likely, high)",Flagged,unknown
Soothr,Chicken Khao Soi,"gluten (likely, high)",Flagged,unknown
Soothr,Seafood Tom Yum Noodles,none flagged,No allergens flagged,unknown
Soothr,Nam-Tok Moo,none flagged,No allergens flagged,unknown
Soothr,Sukhothai noodle soup,peanut (declared),Flagged,unknown
Soothr,Dry Sukhothai noodles,peanut (declared),Flagged,unknown
Soothr,Extra noodles,"gluten (likely, medium)",Could modify,unknown
Soothr,Extra pork meatballs (5pcs),none flagged,Unknown,unknown
Soothr,Extra Moo Dang,none flagged,No allergens flagged,unknown
Soothr,Cab Moo,none flagged,No allergens flagged,unknown
Soothr,Gark Moo,none flagged,No allergens flagged,unknown
Soothr,Yum Pla Tod,tree nut (declared),Flagged,unknown
Soothr,Stewed Beef and Roasted Vegetable Masamun Curry,peanut (declared),Flagged,unknown
Soothr,Panang Duck Lychee Curry,"peanut (likely, medium)",Could modify,unknown
Soothr,Koong Karee,none flagged,No allergens flagged,unknown
Soothr,Si-Krong Pad Ped,none flagged,No allergens flagged,unknown
Soothr,Green Curry Nuer Toon,none flagged,No allergens flagged,unknown
Soothr,Spicy braised beef Pad Krapow,none flagged,No allergens flagged,unknown
Soothr,Crab fried rice,none flagged,No allergens flagged,unknown
Soothr,Shrimp Pad Thai,peanut (declared),Flagged,unknown
Soothr,Chicken Ki-Mao noodles,none flagged,No allergens flagged,unknown
Soothr,Beef Pad Si-iw,"gluten (likely, medium)",Could modify,unknown
Soothr,Jasmine rice,none flagged,No allergens flagged,unknown
Soothr,Mango Sundae,"gluten (likely, high)",Flagged,unknown
Soothr,Lychee Rose Sorbet,none flagged,No allergens flagged,unknown
Soothr,Mango Sticky Rice,none flagged,No allergens flagged,unknown
Soothr,"Soothr Signature Cocktails (9 varieties: Bussarakam, Fah-Kram, Gomane, Kan-hah, Mukdah, Pay-T(h)ai, Petchara, Ploychompu, Pytoon)",none flagged,No allergens flagged,unknown
Soothr,"Wines (8 varieties: Malbec, Pinot Noir, Cabernet Sauvignon, Chardonnay, Riesling, Sauvignon Blanc, Rosé, Prosecco)",none flagged,No allergens flagged,unknown
Soothr,"Beers (5 varieties: Singha, Soothr IPA, Lucky Buddha, Saigon, Tsingtao)","gluten (likely, medium)",Could modify,unknown
Soothr,"Non-Alcoholic Beverages (lunch special add-ons: soda selection, Thai iced tea, Thai iced coffee)",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,Family Set,none flagged,Unknown,unknown
Spot Dessert Bar East Village,Date Night,none flagged,Unknown,unknown
Spot Dessert Bar East Village,Pick 3,none flagged,Unknown,unknown
Spot Dessert Bar East Village,Mini Harvest Party x 12,"gluten (likely, medium)",Could modify,unknown
Spot Dessert Bar East Village,Matcha Lava,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Golden Toast,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,The Harvest,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Milky Puff,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Mini Harvest (no ice cream),"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Tropical Sun (OUT OF STOCK),"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Yuzu Eclipse,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Matcha Lava Cookie,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Oreo Chocolate Cookie,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Nutella Cookie,tree nut (declared); gluten (declared),Flagged,unknown
Spot Dessert Bar East Village,Caramel Miso Cookie,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Ube Blueberry Cookie,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Cruffin (Classic),"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Strawberries & Creme Cruffin,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Cookies & Creme Cruffin,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Yuzu Cruffin,"gluten (likely, high)",Flagged,unknown
Spot Dessert Bar East Village,Condensed Milk Scoop,none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,Matcha Green Tea Scoop,none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,Vietnamese Coffee Scoop,none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,Raspberry Scoop,none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,Mango Scoop,none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,Coconut Scoop,"tree nut (likely, medium)",Could modify,unknown
Spot Dessert Bar East Village,"Sodas (Mango Passion Fruit, Raspberry Lemon, Raspberry Rose, Peach Cream, Honeydew Cream [OUT OF STOCK])",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Floats (Thai Tea, Matcha Latte, Cafe Latte)",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Punch & Slush (Pineapple Punch, Watermelon Slush)",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Specialty Sparkling Drinks (Sparkling Yuzu, Chrysanthemum Goji)",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Affogato (Classic, Double Matcha)",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Milk Teas & Fruit Teas (Thai, Classic, Jasmine, Rose, Taro, Passion Fruit Green Tea, Thai Sparkling Lemonade [OUT OF STOCK])",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Coffee & Matcha Drinks (Americano, Latte, Cappuccino, Matcha Americano, Matcha Latte, Strawberry Matcha Latte, Banana Cream Matcha [OUT OF STOCK])",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Hot & Iced Teas (Honey Yuzu, Jasmine Green, L'oriental Green, Earl Grey Black, Jardin Bleu Black, Chamomile, Peppermint)",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Water & Milk (Milk, Saratoga Spring, Saratoga Sparkling)",none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,Moshi Sparkling Yuzu/Matcha Seasonal Drinks (mostly OUT OF STOCK),none flagged,No allergens flagged,unknown
Spot Dessert Bar East Village,"Alcoholic Beverages (Matcha IPA, Yuzu Ale, Choya Sparkling Plum Wine, Kinoene Yuzu Sake, Chu-hi cocktails, Makku rice wines)","gluten (likely, medium)",Could modify,unknown
The Bao,Shanghai Pan Fried Noodles (w/pork),"gluten (likely, high)",Flagged,unknown
The Bao,Roast Pork Egg Fried Rice,"gluten (likely, medium)",Could modify,unknown
The Bao,Pan Fried Dumplings (pork),"gluten (likely, high)",Flagged,unknown
The Bao,General Tso's Chicken,"gluten (likely, high)",Flagged,unknown
The Bao,Chicken w. Broccoli,"gluten (likely, low)",Could modify,unknown
The Bao,Sesame Chicken,"gluten (likely, high)",Flagged,unknown
The Bao,Scallion Pancake (V),"gluten (likely, high)",Flagged,unknown
The Bao,Kung Fu Xiao Long Bao (pork),"gluten (likely, high)",Flagged,unknown
The Bao,White Rice,none flagged,No allergens flagged,unknown
The Bao,Veggie Spring Rolls,"gluten (likely, high)",Flagged,unknown
The Bao,Crispy Beef,"gluten (likely, high)",Flagged,unknown
The Bao,Scallion Pancake w. Sliced Beef,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,TRC (Signature Cocktail),none flagged,No allergens flagged,unknown
The Rhymers' Club,Coole Swan,none flagged,No allergens flagged,unknown
The Rhymers' Club,Yours Truly,none flagged,No allergens flagged,unknown
The Rhymers' Club,Strawberry Bed,none flagged,No allergens flagged,unknown
The Rhymers' Club,Sweet Dancer,none flagged,No allergens flagged,unknown
The Rhymers' Club,Remember me,none flagged,No allergens flagged,unknown
The Rhymers' Club,Run to paradise,none flagged,No allergens flagged,unknown
The Rhymers' Club,Shaken hands,none flagged,No allergens flagged,unknown
The Rhymers' Club,Pickle Martini,none flagged,No allergens flagged,unknown
The Rhymers' Club,Espresso Martini,none flagged,No allergens flagged,unknown
The Rhymers' Club,Dunes,none flagged,No allergens flagged,unknown
The Rhymers' Club,The Rhymer's Flight,none flagged,Unknown,unknown
The Rhymers' Club,Sunset Sky,none flagged,No allergens flagged,unknown
The Rhymers' Club,Sunlit Verse,none flagged,No allergens flagged,unknown
The Rhymers' Club,Passion Project,none flagged,No allergens flagged,unknown
The Rhymers' Club,Rise and Shine,none flagged,No allergens flagged,unknown
The Rhymers' Club,Frozen Aperol,none flagged,No allergens flagged,unknown
The Rhymers' Club,Faux Swan,none flagged,No allergens flagged,unknown
The Rhymers' Club,Pomelo Zero,none flagged,No allergens flagged,unknown
The Rhymers' Club,Counterfeit Spritz,none flagged,No allergens flagged,unknown
The Rhymers' Club,Crispy Rice and Spicy Tuna,"gluten (likely, medium)",Could modify,unknown
The Rhymers' Club,Bowl of Fries,none flagged,No allergens flagged,unknown
The Rhymers' Club,Garlic & Parmesan Wood Fired Flatbread,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Whipped Roasted Eggplant Dip,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Chicken Lollipops,"gluten (likely, medium)",Could modify,unknown
The Rhymers' Club,Steamed Chicken Dumplings Buffalo Style,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Yellowtail Crudo,none flagged,No allergens flagged,unknown
The Rhymers' Club,Shrimp Ceviche,none flagged,No allergens flagged,unknown
The Rhymers' Club,Sweet & Sour Chicken Bites,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Beet & Goat Cheese Crostini,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Steak au Poivre,"gluten (likely, medium)",Could modify,unknown
The Rhymers' Club,Short Rib Fried Rice,"gluten (likely, medium)",Could modify,unknown
The Rhymers' Club,Short Rib Ragu,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Pesto Rigatoni,"tree nut (declared); gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Southern Fried Chicken Sandwich,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Smash Burger,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Crispy Goat Cheese Bowl,"gluten (likely, medium)",Could modify,unknown
The Rhymers' Club,The Rhymers' Club Salad,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Beet Salad,tree nut (declared),Flagged,unknown
The Rhymers' Club,Malibu Bowl,"gluten (likely, medium)",Could modify,unknown
The Rhymers' Club,Mexican Bowl,none flagged,No allergens flagged,unknown
The Rhymers' Club,Burrata,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,"Crushed Tomato (""Marg"")","gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Soppressata,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,The Fun 'guy',"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Bianca,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Spicy Sausage,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Sweet & Salty,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Chocolate Mousse,tree nut (declared),Flagged,unknown
The Rhymers' Club,Key Lime Pie,"gluten (likely, medium)",Could modify,unknown
The Rhymers' Club,Deep Fried Oreo,"gluten (likely, high)",Flagged,unknown
The Rhymers' Club,Sparkling Wines,none flagged,No allergens flagged,unknown
The Rhymers' Club,White Wines,none flagged,No allergens flagged,unknown
The Rhymers' Club,Red Wines,none flagged,No allergens flagged,unknown
The Rhymers' Club,Rosé & Orange Wine,none flagged,No allergens flagged,unknown
The Smith,"Oysters (Puffer Petite, Cotuit Bay, East Beach Blonde, Oyster of the Day, Oyster Sampler)",none flagged,No allergens flagged,unknown
The Smith,The Deluxe,none flagged,No allergens flagged,unknown
The Smith,The Royale,"gluten (likely, low)",Could modify,unknown
The Smith,The Grand,"gluten (likely, low)",Could modify,unknown
The Smith,Potato Chips,"gluten (likely, medium)",Could modify,unknown
The Smith,Blistered Shishito Peppers,none flagged,No allergens flagged,unknown
The Smith,Summer Corn Croquettes,"gluten (likely, high)",Flagged,unknown
The Smith,Classic Shrimp Cocktail,none flagged,No allergens flagged,unknown
The Smith,Crispy Calamari,"gluten (likely, high)",Flagged,unknown
The Smith,Burrata,tree nut (declared); gluten (declared),Flagged,unknown
The Smith,Spicy Salmon Tartare,"gluten (likely, low)",Could modify,unknown
The Smith,Mac + Cheese,"gluten (likely, high)",Flagged,unknown
The Smith,"Hand Cut Fries (Classic Sea Salt, Truffle Parmesan, Spicy Ranch)",none flagged,No allergens flagged,unknown
The Smith,Kale + Quinoa,tree nut (declared),Flagged,unknown
The Smith,Little Gem Caesar,none flagged,No allergens flagged,unknown
The Smith,Sugar Snap Salad (with or without Chicken),gluten (declared); tree nut (declared),Flagged,unknown
The Smith,The Chopped,"gluten (likely, high)",Flagged,unknown
The Smith,Miso Salmon Salad,"tree nut (declared); gluten (likely, medium)",Flagged,unknown
The Smith,Chicken Milanese (salad addition),"gluten (likely, high)",Flagged,unknown
The Smith,"Other Salad Additions (Avocado, Grilled Chicken, Marinated Shrimp, Roasted Salmon, Sliced Flat Iron Steak)",none flagged,No allergens flagged,unknown
The Smith,Garlic Whipped Potatoes,none flagged,No allergens flagged,unknown
The Smith,Eggplant + Zucchini,gluten (declared),Flagged,unknown
The Smith,Brussels Sprouts,none flagged,No allergens flagged,unknown
The Smith,Baby Spinach,none flagged,No allergens flagged,unknown
The Smith,Breakfast Sandwich,gluten (declared),Flagged,unknown
The Smith,Grilled Chicken Sandwich,gluten (declared),Flagged,unknown
The Smith,French Dip,gluten (declared),Flagged,unknown
The Smith,Burger Royale,gluten (declared),Flagged,unknown
The Smith,The Smith Burger,gluten (declared),Flagged,unknown
The Smith,Ricotta Gnocchi,"gluten (likely, high)",Flagged,unknown
The Smith,Spicy Shrimp Scampi,gluten (declared),Flagged,unknown
The Smith,Short Rib Mafaldine,gluten (declared),Flagged,unknown
The Smith,Rigatoni Alla Vodka,gluten (declared),Flagged,unknown
The Smith,Avocado Toast,gluten (declared),Flagged,unknown
The Smith,Goat Cheese Omelette,none flagged,No allergens flagged,unknown
The Smith,Tuna Crudo,"tree nut (likely, medium)",Could modify,unknown
The Smith,Crispy Chicken Paillard,"gluten (likely, high)",Flagged,unknown
The Smith,Pot of Mussels,none flagged,No allergens flagged,unknown
The Smith,Vegetable Bibimbap,"gluten (likely, low)",Could modify,unknown
The Smith,"Steaks (Bar Steak, Skirt, NY Strip, Bone-in Ribeye, Filet Mignon)","gluten (likely, low)",Could modify,unknown
The Smith,Roasted Salmon,gluten (declared),Flagged,unknown
The Smith,Grilled Branzino,gluten (declared),Flagged,unknown
The Smith,Brick Pressed Chicken,"gluten (likely, medium)",Could modify,unknown
The Smith,Lamb + Short Rib Meatballs,"gluten (likely, medium)",Could modify,unknown
The Smith,Fruit + Yogurt,"tree nut (declared); gluten (likely, medium)",Flagged,unknown
The Smith,Apple Smoked Bacon,none flagged,No allergens flagged,unknown
The Smith,Maple Chicken Sausage,none flagged,No allergens flagged,unknown
The Smith,Jalapeño Cheddar Grits,none flagged,No allergens flagged,unknown
The Smith,Home Fries,none flagged,No allergens flagged,unknown
The Smith,Potato Waffle,"gluten (likely, high)",Flagged,unknown
The Smith,Toast,gluten (declared),Flagged,unknown
The Smith,Eggs + Bacon,"gluten (likely, high)",Flagged,unknown
The Smith,Baked Eggs Alla Vodka,gluten (declared),Flagged,unknown
The Smith,Breakfast Sandwich (Brunch),gluten (declared),Flagged,unknown
The Smith,The Smith Eggs Benedict,gluten (declared),Flagged,unknown
The Smith,Smoked Salmon Potato Waffle,"gluten (likely, high)",Flagged,unknown
The Smith,Shrimp + Grits,none flagged,No allergens flagged,unknown
The Smith,Ranchero Scramble,none flagged,No allergens flagged,unknown
The Smith,Benedict Johnny,"gluten (likely, medium)",Could modify,unknown
The Smith,Buttermilk Pancakes,"tree nut (declared); gluten (likely, high)",Flagged,unknown
The Smith,Vanilla Bean French Toast,gluten (declared),Flagged,unknown
The Smith,"Steak + Eggs (Flat Iron, Skirt, NY Strip, Bone-in Ribeye, Filet Mignon)",none flagged,No allergens flagged,unknown
The Smith,Devil's Layer Cake,"gluten (likely, high)",Flagged,unknown
The Smith,Strawberry Pie,"tree nut (declared); gluten (likely, high)",Flagged,unknown
The Smith,Death by Chocolate,tree nut (declared),Flagged,unknown
The Smith,Sticky Toffee Pudding,"gluten (likely, high)",Flagged,unknown
The Smith,Salted Caramel Chocolate Chunk Cookie,"gluten (likely, high)",Flagged,unknown
The Smith,"Three Scoops Ice Cream (Coconut, Vanilla, Strawberry)","tree nut (likely, medium)",Could modify,unknown
The Smith,Three Scoops Sorbet (Raspberry),none flagged,No allergens flagged,unknown
The Smith,"Martini Hour Martinis (Salt + Vinegar, Dirty Blue Olive, Italian Martini, Espresso Martini)",none flagged,No allergens flagged,unknown
The Smith,"Cocktails (Spritzes, Smashes, Sours, Martinis, Highballs)",none flagged,No allergens flagged,unknown
The Smith,Walnut Old Fashioned,tree nut (declared),Flagged,unknown
The Smith,"Zero Proof Drinks (All Day Spritz, City Bird, Cucumber Mule, Watermelonade, Pomegranate-Hibiscus Iced Tea, Matcha-Yuzu Arnold Palmer)",none flagged,No allergens flagged,unknown
The Smith,"Draft Beer (Captain Lawrence, KCBC Kölsch, Singlecut Pilsner, Flagship Stout, Threes Lager, Allagash White, Other Half Green City IPA)","gluten (likely, medium)",Could modify,unknown
The Smith,"Bottled & Canned Beer (Night Shift, Athletic Brewing IPA (non-alcoholic), Maine Brewing Lunch IPA, Equilibrium MC2, Singlecut Milk Stout)","gluten (likely, medium)",Could modify,unknown
The Smith,Ghostfish Meteor Shower Pale Lager (GF),none flagged,No allergens flagged,unknown
The Smith,"Cider (Eden Peak Bloom Cider, Wölffer Dry Rosé Cider)",none flagged,No allergens flagged,unknown
The Smith,Corner Kick Burger + Prosecco,gluten (declared),Flagged,unknown
Thursday Kitchen,Soft Shell Crab,"gluten (likely, high)",Flagged,unknown
Thursday Kitchen,Korean Popcorn Chicken,"gluten (likely, high)",Flagged,unknown
Thursday Kitchen,Heirloom Tomato,none flagged,No allergens flagged,unknown
Thursday Kitchen,Kimchi Paella,"gluten (likely, medium)",Could modify,unknown
Thursday Kitchen,Steak,"gluten (likely, medium)",Could modify,unknown
Thursday Kitchen,Plantain,none flagged,No allergens flagged,unknown
Thursday Kitchen,Edamame Dumpling,"gluten (likely, high)",Flagged,unknown
Thursday Kitchen,Ugly Potato,"gluten (likely, medium)",Could modify,unknown
Thursday Kitchen,Asparagus,tree nut (declared),Flagged,unknown
Thursday Kitchen,Tuna Tartar Taco,none flagged,No allergens flagged,unknown
Thursday Kitchen,Duck Confit Empanada,"gluten (likely, high)",Flagged,unknown
Thursday Kitchen,Lucky Noodle,"gluten (likely, high)",Flagged,unknown
Thursday Kitchen,Bread Pudding,"gluten (likely, high)",Flagged,unknown
Thursday Kitchen,Truffle Mac & Cheese,"gluten (likely, high)",Flagged,unknown
Thursday Kitchen,Popcorn Ice Cream,none flagged,No allergens flagged,unknown
Thursday Kitchen,Gnocchi,"gluten (likely, medium)",Could modify,unknown
Thursday Kitchen,Chilaquiles,none flagged,No allergens flagged,unknown
Thursday Kitchen,"Soju Cocktails (Ms. Cutetini, Ruby the GF, Blah Blah Blue, Pure Strawberry, Lychee Reach Rich, Soju 'Negroni', Soju Sour, Matcha Tea-ni, Espresso Martini, Pomegranate Red Sangria, Sparkling Rosé Sangria, East 9th Spritz, Bok Bun Ja)",none flagged,No allergens flagged,unknown
Thursday Kitchen,"Non-alcoholic Drinks (Yuzu Tonic, Golden Punch, Saratoga water, Hot Tea)",none flagged,No allergens flagged,unknown
Thursday Kitchen,"Wine List (reds, whites, orange, rosé, prosecco)",none flagged,No allergens flagged,unknown
Thursday Kitchen,"Sake List (Ozeki, Sesshu Otokoyama, Tozai Nigori, Dassai 50 blue, Suigei, Itami Onigorosi, Soto)",none flagged,No allergens flagged,unknown
Thursday Kitchen,"Beer List (Sapporo Draft, Yuzu Beer, Grapefruit Beer, Terra, Echigo, Kizakura 'Lucky Dog', Tokyo White, Kyoto 'Matcha IPA', Sevenbrau 'Seoul', OB)","gluten (likely, medium)",Could modify,unknown
Thursday Kitchen,"Spirits (Il Poom Jinro, Seol Joong Mae, Iichiko Shochu, Hwayo 23, Makgeolli - Ji Pyeong)","gluten (likely, low)",Could modify,unknown
Udon St Marks,Croquette,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Gyoza,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Kara-Age,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Takoyaki,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Edamame,none flagged,No allergens flagged,unknown
Udon St Marks,Kimchee,none flagged,Unknown,unknown
Udon St Marks,Chicken Cutlet,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Pork Cutlet,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Kalbi,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Assorted Tempura,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Veggie Tempura,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Veggie Spring Roll,"gluten (likely, low)",Could modify,unknown
Udon St Marks,Maru-Ten,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Beef Hamburg,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Pork Sausage,none flagged,Unknown,unknown
Udon St Marks,Rice,none flagged,No allergens flagged,unknown
Udon St Marks,Small Salad,none flagged,Unknown,unknown
Udon St Marks,Shrimp Tempura,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Seaweed Soup,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Tofu Steak,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Fried Lotus Roots,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Nabeyaki Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Chige Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Niku Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Curry Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Ebi-Ten Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Ika-Ten Udon,"gluten (likely, high)",Flagged,unknown
